id	authors	year	title	journal	doi	pmid	language	languageGroup	country	recordType	recordTypeCode	caseShape	caseCount	caseCountNumeric	accessCode	accessLabel	publicLinkUrl	coConsciousness	amnesia	amnesiaDirectionality	voluntarySwitching	treatmentGoal	outcome	diagnosticDelayYears	psychosisPriorOrDifferential	moodPriorOrDifferential	bpdPriorOrDifferential	childAlters	oppositeSexAlters	nonHumanAlters	bilingualAlters
SWE_002	Karilampi U, Carolusson S	1995	Marie: A single case study of multiple personality	Nordic Journal of Psychiatry 49(2):133-140	10.3109/08039489509011895		English	English-language sources	Sweden	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.3109/08039489509011895	partial	yes	unclear	not_stated	other_described	other_described		no	no	no	yes	not_stated	yes	not_stated
SWE_003	Gerge, A., Rudstam, G., & Sondergaard, H.P.	2025	Neuroscience-based relational art therapy and deep brain reorienting in the treatment of dissociative identity disorder	Frontiers in Psychology	10.3389/fpsyg.2025.1454483		English	English-language sources	Sweden	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.3389/fpsyg.2025.1454483	not_stated	yes	not_stated	not_stated	integration_or_fusion	improved_functioning		no	yes	no	not_stated	not_stated	not_stated	not_stated
SWE_004	Gerge, A., Setterberg, M., Rudstam, G., & Frendin, M.	2025	The utilisation of deep brain reorienting (DBR) in the treatment of two clients with dissociative identity disorder	European Journal of Trauma and Dissociation	10.1016/j.ejtd.2025.100579		English	English-language sources	Sweden	Case series	case_series	Two Case Report	2	2	external_link_available	External record link available	https://doi.org/10.1016/j.ejtd.2025.100579	partial	yes	asymmetric	not_stated	trauma_processing	improved_functioning		yes	no	yes	yes	not_stated	not_stated	not_stated
CHE_001	Flournoy T	1900	Des Indes _ la Plan_te Mars [H_l_ne Smith]	Book: Geneva/Paris, 1900			French	European and Latin-script non-English	Switzerland	Case report	case_report	Single Case	1	1	ocr_managed_source	OCR-managed source	https://archive.org/download/desindeslaplan00flou/desindeslaplan00flou.pdf	partial	yes	host_to_alter_predominant	no	not_stated	not_stated		no	no	no	no	yes	yes	not_stated
CHE_002	Modestin, J.	1992	Multiple personality disorder in Switzerland	American Journal of Psychiatry	10.1176/ajp.149.1.88	1728191	English	English-language sources	Switzerland	Case report	case_report	Non Numeric Or Unknown	survey		external_link_available	External record link available	https://doi.org/10.1176/ajp.149.1.88	not_stated	not_stated	not_stated	not_stated	other_described	not_stated		no	no	no	not_stated	not_stated	not_stated	not_stated
CHE_003	Pfeifer S, Brenner L, Spengler W	1994	Multiple personality disorder. Presentation of 2 cases and a model of the etiology	Nervenarzt		7991009	German	European and Latin-script non-English	Switzerland	Case report	case_report	Two Case Report	2	2	ocr_managed_source	OCR-managed source	https://pubmed.ncbi.nlm.nih.gov/7991009/	mixed_or_variable	yes	mixed_or_variable	not_stated	safety_or_stabilization	not_stated		yes	no	yes	yes	yes	not_stated	not_stated
CHE_004	Piedfort-Marin O	2019	La th_orie de la dissociation structurelle: deux _tudes de cas	Annales m_dico-psychologiques 177(8):788-795	10.1016/j.amp.2018.07.013		French	European and Latin-script non-English	Switzerland	Case report	case_report	Two Case Report	2	2	external_link_available	External record link available	https://doi.org/10.1016/j.amp.2018.07.013	mixed_or_variable	uncertain_or_partial	unclear	no	safety_or_stabilization	improved_functioning		yes	no	no	yes	not_stated	not_stated	not_stated
CHE_006	Soldati, L., Hasler, R., Recordon, N., Clement, M., K?hl, J., & Perroud, N.	2022	Gender Dysphoria and Dissociative Identity Disorder: A Case Report and Review of Literature	Sexual Medicine	10.1016/j.esxm.2022.100553	35998393	English	English-language sources	Switzerland	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://academic.oup.com/smoa/article/10/5/100553/7040918	not_stated	yes	not_stated	not_stated	other_described	other_described		no	no	no	not_stated	yes	not_stated	not_stated
CHE_005	Hasler R, Pache J, Kohl J, Soldati L	2023	Partial dissociative identity disorder and gender incongruence: a case report	Sexual Medicine	10.1093/sexmed/qfad018	37197286	English	English-language sources	Switzerland	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1093/sexmed/qfad018	not_stated	no	unclear	not_stated	other_described	other_described		no	no	no	not_stated	yes	no	not_stated
TWN_001	Lai CH	2012	Dissociative identity disorder may be relieved by the combined treatments of mirtazapine and risperidone: case report of an adolescent	Journal of Neuropsychiatry and Clinical Neuroscience	10.1176/appi.neuropsych.11040083	22772693	English	English-language sources	Taiwan	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1176/appi.neuropsych.11040083	not_stated	yes	not_stated	not_stated	other_described	improved_functioning		no	no	no	not_stated	not_stated	not_stated	not_stated
TWN_002	Chiu, C.D.; Tseng, M.C.M.; Chien, Y.L.; Liao, S.C.; Liu, C.M.; Yeh, Y.Y.; Hwu, H.G.; Ross, C.A.	2017	Dissociative disorders in acute psychiatric inpatients in Taiwan	Psychiatry Research	10.1016/j.psychres.2017.01.082	28189923	English	English-language sources	Taiwan	Case report	case_report	Non Numeric Or Unknown	not specified		external_link_available	External record link available	https://doi.org/10.1016/j.psychres.2017.01.082	not_stated	yes	not_stated	not_stated	other_described	other_described		yes	yes	no	not_stated	not_stated	not_stated	not_stated
TWN_003	Wu, Z.Y.; Fung, H.W.; Chien, W.T.; Ross, C.A.; Lam, S.K.K.	2022	Trauma and dissociation among inpatients diagnosed with schizophrenia spectrum disorders in Taiwan	European Journal of Psychotraumatology	10.1080/20008066.2022.2105576	35979506	English	English-language sources	Taiwan	Case report	case_report	Small Case Series	3	3	external_link_available	External record link available	https://doi.org/10.1080/20008066.2022.2105576	not_stated	yes	not_stated	not_stated	not_stated	not_stated		yes	no	no	not_stated	not_stated	not_stated	not_stated
TUN_001	Ghrissi, F., Fekih-Romdhane, F., Stambouli, M., Abassi, B., & Cheour, M.	2023	A rare case of trauma related dissociative identity disorder	European Psychiatry	10.1192/j.eurpsy.2023.2030		English	English-language sources	Tunisia	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1192/j.eurpsy.2023.2030	not_stated	not_stated	not_stated	not_stated	other_described	not_stated	6	no	no	no	no	no	no	not_stated
TUR_001	Sar, V., Yargic, L.I., & Tutkun, H.	1995	Dissosiyatif kimlik bozuklugu tanisi konularak uzun sureli degerlendirme ve tedaviye alinan 25 hastanin sosyodemografik ve klinik ozellikleri	Dus_nen Adam	--		Turkish	Middle East / adjacent regions	Turkey	Case report	case_report	Large Case Series	25	25	external_link_available	External record link available	https://doi.org/--	not_stated	yes	host_to_alter_predominant	not_stated	integration_or_fusion	integration_or_partial_integration		yes	yes	yes	yes	yes	not_stated	not_stated
TUR_003	Tutkun, H., Yargic, L.I., & Sar, V.	1997	Treatment of dissociative identity disorder in Turkey: a case study	Dissociation	10.1300/J229v10n03_03		English	English-language sources	Turkey	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1300/J229v10n03_03	yes	yes	unclear	no	integration_or_fusion	integration_or_partial_integration		yes	no	no	yes	yes	not_stated	not_stated
TUR_004	Yargic, L.I., Sar, V., Tutkun, H., & Alyanak, B.	1998	Comparison of dissociative identity disorder with other diagnostic groups using a structured interview in Turkey	Comprehensive Psychiatry	10.1016/S0010-440X(98)90046-3	9829141	English	English-language sources	Turkey	Case report	case_report	Large Case Series	20	20	external_link_available	External record link available	https://doi.org/10.1016/S0010-440X(98)90046-3	not_stated	yes	not_stated	not_stated	other_described	other_described		no	no	no	not_stated	not_stated	not_stated	not_stated
TUR_007	Semiz, U.B.	2000	Disosiyatif Kimlik Bozuklugu Uzerine Cok Yonlu Kesitsel Bir Calisma [A multidimensional cross-sectional study of DID]	Postgraduate thesis, Gulhane Military Medical Academy			Turkish	Middle East / adjacent regions	Turkey	Case report	case_report	Large Case Series	32	32	ocr_managed_source	OCR-managed source		not_stated	yes	not_stated	not_stated	other_described	not_stated		yes	yes	no	not_stated	not_stated	not_stated	not_stated
TUR_008	Ku_konmaz E, _ar V, Kundak__ T	2000	Vajinismus ile ba_vuran bir dissosiyatif kimlik bozuklu_u vakas_	Anadolu Psikiyatri Dergisi 1(1):48-57			Turkish	Middle East / adjacent regions	Turkey	Case report	case_report	Single Case	1	1	restricted_local_source	Restricted local full text on file		partial	yes	host_to_alter_predominant	partial	trauma_processing	improved_functioning		yes	no	no	yes	yes	no	not_stated
TUR_009	Zoroglu, S.S., Tuzun, U., Ozturk, M., & Sar, V.	2001	Dissociative disorders among children and adolescents: an evaluation of 36 cases	Anadolu Psikiyatri Dergisi (Anatolian Journal of Psychiatry)			Turkish	Middle East / adjacent regions	Turkey	Case report	case_report	Large Case Series	36	36	restricted_local_source	Restricted local full text on file		not_stated	yes	not_stated	not_stated	not_stated	not_stated		yes	yes	no	not_stated	not_stated	not_stated	not_stated
TUR_010	__r__ G, Ekberzade H	2001	_o_ul ki_ilik bozuklu_unun g_zden ge_irilmesi [11M child, 3 alters]	Psikoloji _al__malar_ 22:97-109			Turkish	Middle East / adjacent regions	Turkey	Case report	case_report	Single Case	1	1	restricted_local_source	Restricted local full text on file		not_stated	yes	host_to_alter_predominant	not_stated	other_described	not_stated		no	yes	no	not_stated	not_stated	not_stated	not_stated
TUR_011	Sar, V., Ozturk, E., & Kundakci, T.	2002	Psychotherapy of an adolescent with dissociative identity disorder: change in Rorschach patterns	Journal of Trauma & Dissociation	10.1300/J229v03n02_05		English	English-language sources	Turkey	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1300/J229v03n02_05	yes	yes	host_to_alter_predominant	no	integration_or_fusion	integration_or_partial_integration	6	yes	yes	yes	yes	yes	no	not_stated
TUR_012	Tezcan, E., Atmaca, M., Kuloglu, M., Gecici, O., Buyukbayram, A., & Tutkun, H.	2003	Dissociative disorders in Turkish inpatients with conversion disorder	Comprehensive Psychiatry	10.1016/S0010-440X(03)00087-7	12923711	English	English-language sources	Turkey	Case report	case_report	Small Case Series	9	9	external_link_available	External record link available	https://doi.org/10.1016/S0010-440X(03)00087-7	not_stated	yes	not_stated	not_stated	other_described	other_described		no	no	no	not_stated	not_stated	not_stated	not_stated
TUR_013	Kilic, F.	2006	Dissosiyatif Bozukluklu Ergenlerde Polisemptomatik Klinik Ozellikler ve Dissosiyasyonun Intihar ve Self Mutilasyondaki Rolu	Postgraduate thesis, Gaziantep University			Turkish	Middle East / adjacent regions	Turkey	Case report	case_report	Large Case Series	26	26	restricted_local_source	Restricted local full text on file		not_stated	not_stated	not_stated	not_stated	other_described	not_stated		no	no	no	not_stated	not_stated	not_stated	not_stated
TUR_014	Kandemir, S.B.	2012	Disosiyatif Bozuklukta Disfuzyon Tensor Manyetik Rezonans Goruntuleme Teknikleri [Diffusion Tensor MRI Techniques in Dissociative Disorder]	Postgraduate thesis, Harran University			Turkish	Middle East / adjacent regions	Turkey	Case report	case_report	Large Case Series	15	15	restricted_local_source	Restricted local full text on file		not_stated	not_stated	not_stated	not_stated	not_stated	other_described		no	no	no	not_stated	not_stated	not_stated	not_stated
TUR_015	Sakarya, D., Gunes, C., Ozturk, E., & Sar, V.	2012	Vampirism in a case of dissociative identity disorder and post-traumatic stress disorder	Psychotherapy and Psychosomatics	10.1159/000335930	22854285	English	English-language sources	Turkey	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1159/000335930	partial	yes	host_to_alter_predominant	no	safety_or_stabilization	other_described		no	yes	no	yes	not_stated	not_stated	not_stated
TUR_016	Cikili Uytun, M., Durmus, R., & Oztop, D.B.	2014	Dissosiyatif bozuklukta tani ve ayirici tani: olgu sunumu [Diagnosis and differential diagnosis of dissociative disorder: case report]	Klinik Psikiyatri Dergisi (Turkish Journal of Clinical Psychiatry)	--		Turkish	Middle East / adjacent regions	Turkey	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/--	not_stated	yes	host_to_alter_predominant	not_stated	other_described	other_described	4	no	no	no	yes	yes	no	no
TUR_017	Sahin, N. & Balkan, D.	2018	Diagnosis and Differential Diagnosis of Dissociative Identity Disorder: A Case Report	Annals of Clinical Case Reports			English	English-language sources	Turkey	Case report	case_report	Single Case	1	1	restricted_local_source	Restricted local full text on file		partial	yes	host_to_alter_predominant	not_stated	functioning_or_cooperation	other_described		yes	yes	no	not_stated	no	no	no
TUR_018	Sar, V., Mutluer, T., Necef, I., & Fatih, P.	2018	Trauma, creativity, and trance: special ability in a case of dissociative identity disorder	American Journal of Psychiatry	10.1176/appi.ajp.2018.17121347	29869552	English	English-language sources	Turkey	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1176/appi.ajp.2018.17121347	partial	yes	unclear	partial	other_described	other_described		no	no	no	yes	not_stated	not_stated	not_stated
TUR_019	G_nal Okumu_ H, Nalbant K	2021	Dissosiyatif bozuklu_un ba_lanma travmas_ _er_evesinde de_erlendirilmesi	Klinik Psikiyatri Dergisi 24(4)			Turkish	Middle East / adjacent regions	Turkey	Case report	case_report	Single Case	1	1	restricted_local_source	Restricted local full text on file		not_stated	not_stated	not_stated	not_stated	other_described	improved_functioning		no	yes	no	not_stated	not_stated	not_stated	not_stated
TUR_021	Aydin, E.F., & Koca Lacin, T.	2022	A case of dissociative identity disorder and attention deficit hyperactivity disorder comorbidity	European Psychiatry	10.1192/j.eurpsy.2022.1196		English	English-language sources	Turkey	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1192/j.eurpsy.2022.1196	not_stated	yes	not_stated	not_stated	other_described	other_described	25	no	no	no	not_stated	not_stated	no	no
TUR_022	_zt_rk E et al.	2023	Analysis of Demographic and Clinical Characteristics of 70 DID Patients	Neuropsychiatric Disease and Treatment 19:1-12	10.2147/NDT.S386648		English	English-language sources	Turkey	Case report	case_report	Large Case Series	70	70	external_link_available	External record link available	https://doi.org/10.2147/NDT.S386648	not_stated	yes	not_stated	not_stated	not_stated	not_stated		yes	yes	no	not_stated	not_stated	not_stated	not_stated
GBR_001	Hassen K	2024	Living with Dissociative Parts: Narrative Inquiry in DID	Dissertation, University of Essex			English	English-language sources	UK	Case report	case_report	Large Case Series	12	12	restricted_local_source	Restricted local full text on file		mixed_or_variable	uncertain_or_partial	mixed_or_variable	mixed_or_variable	integration_or_fusion	mixed_or_variable		no	no	no	uncertain	uncertain	uncertain	not_stated
USA_029	Thigpen CH, Cleckley H	1954	A Case of Multiple Personality	Journal of Abnormal and Social Psychology			English	English-language sources	USA	Case report	case_report	Single Case	1	1	restricted_local_source	Restricted local full text on file		yes	yes	asymmetric	not_stated	functioning_or_cooperation	other_described		no	no	no	not_stated	not_stated	not_stated	not_stated
USA_033	Ludwig AM, Brandsma JM, Wilbur CB, Bendfeldt F, Jameson DH	1972	The Objective Study of a Multiple Personality: Or, Are Four Heads Better Than One?	Archives of General Psychiatry 26(4)			English	English-language sources	USA	Case report	case_report	Single Case	1	1	restricted_local_source	Restricted local full text on file		yes	yes	mixed_or_variable	not_stated	other_described	improved_functioning		no	no	no	not_stated	no	no	not_stated
USA_001	Larmore K, Ludwig AM, Cain RL	1977	Multiple personality--an objective case study	British Journal of Psychiatry	10.1192/bjp.131.1.35	884414	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1192/bjp.131.1.35	yes	yes	asymmetric	not_stated	other_described	other_described		yes	no	no	not_stated	not_stated	not_stated	not_stated
USA_002	Brown GW	1983	Multiple personality disorder as perpetrator of child abuse	Child Abuse & Neglect	10.1016/0145-2134(83)90040-6	6684972	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1016/0145-2134(83)90040-6	not_stated	yes	not_stated	not_stated	not_stated	other_described		no	no	no	not_stated	not_stated	not_stated	not_stated
USA_003	French AP, Shechmeister BR	1983	The Multiple Personality Syndrome and criminal defense	Bulletin of the American Academy of Psychiatry and Law		6850103	English	English-language sources	USA	Case report	case_report	Two Case Report	2	2	external_link_available	External record link available	https://pubmed.ncbi.nlm.nih.gov/6850103/	not_stated	yes	unclear	not_stated	not_stated	other_described	10	yes	yes	no	not_stated	not_stated	no	not_stated
USA_004	Orne MT, Dinges DF, Orne EC	1984	On the differential diagnosis of multiple personality in the forensic context	International Journal of Clinical and Experimental Hypnosis	10.1080/00207148408416007	6469414	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1080/00207148408416007	not_stated	uncertain_or_partial	not_stated	not_stated	other_described	other_described		no	no	no	not_stated	not_stated	not_stated	not_stated
USA_005	Marcum JM, Wright K, Bissell WG	1986	Chance discovery of multiple personality disorder in a depressed patient by amobarbital interview	Journal of Nervous and Mental Disease	10.1097/00005053-198608000-00009	2874186	English	English-language sources	USA	Case report	case_report	Single Case	1	1	ocr_managed_source	OCR-managed source	https://doi.org/10.1097/00005053-198608000-00009	partial	yes	unclear	no	other_described	improved_functioning		yes	yes	no	not_stated	not_stated	no	not_stated
USA_034	Coons, P. M., Bowman, E. S., & Milstein, V.	1988	Multiple personality disorder: A clinical investigation of 50 cases	Journal of Nervous and Mental Disease	10.1097/00005053-198809000-00001	3418321	English	English-language sources	USA	Case series	case_series	Large Case Series	50	50	ocr_managed_source	OCR-managed source	https://doi.org/10.1097/00005053-198809000-00001	yes	yes	not_stated	not_stated	not_stated	not_stated	7.1	yes	yes	no	uncertain	yes	not_stated	not_stated
USA_007	Miller SD	1989	Optical differences in cases of multiple personality disorder	Journal of Nervous and Mental Disease	10.1097/00005053-198908000-00005	2760599	English	English-language sources	USA	Case report	case_report	Small Case Series	9	9	ocr_managed_source	OCR-managed source	https://doi.org/10.1097/00005053-198908000-00005	not_stated	not_stated	not_stated	not_stated	not_stated	other_described		no	no	no	not_stated	not_stated	no	not_stated
USA_008	Dell PF, Eisenhower JW	1990	Adolescent multiple personality disorder: a preliminary study of eleven cases	Journal of the American Academy of Child & Adolescent Psychiatry	10.1097/00004583-199005000-00005	2347831	English	English-language sources	USA	Case report	case_report	Large Case Series	11	11	external_link_available	External record link available	https://doi.org/10.1097/00004583-199005000-00005	not_stated	yes	not_stated	no	integration_or_fusion	integration_or_partial_integration		no	yes	yes	yes	yes	not_stated	not_stated
USA_009	Bowman ES, Coons PM	1990	The use of hypnosis in a deaf patient with multiple personality disorder: a case report	American Journal of Clinical Hypnosis	10.1080/00029157.1990.10402911	2270843	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1080/00029157.1990.10402911	not_stated	yes	not_stated	not_stated	other_described	improved_functioning		yes	yes	yes	yes	yes	not_stated	not_stated
USA_031	Hughes JR, Kuhlman DT, Fichtner CG, Gruenfeld MJ	1990	Brain Mapping in a Case of Multiple Personality	Clinical Electroencephalography 21(4):200-209			English	English-language sources	USA	Case report	case_report	Single Case	1	1	restricted_local_source	Restricted local full text on file		not_stated	yes	not_stated	not_stated	other_described	other_described		yes	yes	yes	yes	not_stated	not_stated	not_stated
USA_032	Loewenstein RJ, Putnam FW	1990	The Clinical Phenomenology of Males With MPD: A Report of 21 Cases	DISSOCIATION 3(3)			English	English-language sources	USA	Case series	case_series	Large Case Series	21	21	restricted_local_source	Restricted local full text on file		yes	yes	not_stated	not_stated	not_stated	not_stated		no	no	no	yes	yes	no	not_stated
USA_010	Perr IN	1991	Crime and multiple personality disorder: a case history and discussion	Bulletin of the American Academy of Psychiatry and the Law		1873575	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://pubmed.ncbi.nlm.nih.gov/1873575/	not_stated	yes	unclear	not_stated	other_described	other_described	10	yes	yes	no	not_stated	not_stated	no	not_stated
USA_011	Wall SG	1991	Treatment of a deaf multiple personality disorder	American Journal of Clinical Hypnosis	10.1080/00029157.1991.10402963	1789880	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1080/00029157.1991.10402963	not_stated	yes	not_stated	not_stated	other_described	other_described		no	no	no	yes	not_stated	not_stated	not_stated
USA_012	LaPorta LD	1992	Childhood trauma and multiple personality disorder: the case of a 9-year-old girl	Child Abuse & Neglect	10.1016/0145-2134(92)90076-4	1382817	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1016/0145-2134(92)90076-4	not_stated	yes	not_stated	not_stated	other_described	other_described		no	no	no	yes	not_stated	not_stated	not_stated
USA_013	Serban G	1992	Multiple personality: an issue for forensic psychiatry	American Journal of Psychotherapy	10.1176/appi.psychotherapy.1992.46.2.269	1605334	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1176/appi.psychotherapy.1992.46.2.269	not_stated	uncertain_or_partial	not_stated	not_stated	other_described	improved_functioning	9	no	yes	yes	yes	not_stated	not_stated	not_stated
USA_015	McDanal CE Jr	1993	Obesity, multiple personality disorder, and hypnosis	American Journal of Psychiatry	10.1176/ajp.150.8.1274a	8328584	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1176/ajp.150.8.1274a	not_stated	not_stated	not_stated	not_stated	safety_or_stabilization	other_described		no	no	no	not_stated	not_stated	not_stated	not_stated
USA_016	Steinberg M, Steinberg A	1995	Using the SCID-D to assess dissociative identity disorder in adolescents: three case studies	Bulletin of the Menninger Clinic		7795565	English	English-language sources	USA	Case report	case_report	Small Case Series	3	3	external_link_available	External record link available	https://pubmed.ncbi.nlm.nih.gov/7795565/	mixed_or_variable	yes	not_stated	not_stated	diagnostic_clarification	not_stated		yes	yes	no	yes	yes	not_stated	not_stated
USA_018	DeBattista C, Solvason HB, Spiegel D	1998	ECT in dissociative identity disorder and comorbid depression	Journal of ECT		9871851	English	English-language sources	USA	Case report	case_report	Small Case Series	4	4	ocr_managed_source	OCR-managed source	https://pubmed.ncbi.nlm.nih.gov/9871851/	not_stated	not_stated	not_stated	not_stated	other_described	improved_functioning		no	yes	no	yes	yes	no	not_stated
USA_019	Ross CA	2008	Case report: a convicted sex offender with dissociative identity disorder	Journal of Trauma & Dissociation	10.1080/15299730802140962	19042797	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1080/15299730802140962	yes	yes	unclear	not_stated	not_stated	other_described		no	yes	yes	not_stated	no	no	not_stated
USA_020	Lakshmanan, M.N., Meier, S.L., Meier, R.S., & Lakshmanan, R.	2010	An archetype of the collaborative efforts of psychotherapy and psychopharmacology in successfully treating DID with comorbid bipolar disorder	Psychiatry (Edgmont)		20805917	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://pubmed.ncbi.nlm.nih.gov/20805917/	not_stated	yes	not_stated	not_stated	safety_or_stabilization	improved_functioning		no	yes	yes	not_stated	not_stated	no	not_stated
USA_021	Chlebowski, S., & Gregory, R.J.	2012	Three Cases of Dissociative Identity Disorder and Co-Occurring Borderline Personality Disorder Treated with Dynamic Deconstructive Psychotherapy	American Journal of Psychotherapy	10.1176/appi.psychotherapy.2012.66.2.165		English	English-language sources	USA	Case report	case_report	Small Case Series	3	3	external_link_available	External record link available	https://doi.org/10.1176/appi.psychotherapy.2012.66.2.165	not_stated	yes	host_to_alter_predominant	not_stated	safety_or_stabilization	improved_functioning		no	yes	yes	not_stated	not_stated	not_stated	not_stated
USA_030	Savoy RL, Frederick BB, Keuroghlian AS, Wolk PC	2012	Voluntary switching between identities in dissociative identity disorder: A functional MRI case study	Cognitive Neuroscience	10.1080/17588928.2012.669750		English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1080/17588928.2012.669750	not_stated	not_stated	not_stated	yes	not_stated	improved_functioning		no	no	no	yes	not_stated	no	not_stated
USA_022	Gentile, J.P., Dillon, K.S., & Gillig, P.M.	2013	Psychotherapy and Pharmacotherapy for Patients with Dissociative Identity Disorder	Innovations in Clinical Neuroscience		23556139	English	English-language sources	USA	Case report	case_report	Non Numeric Or Unknown	case_illustrations		external_link_available	External record link available	https://pubmed.ncbi.nlm.nih.gov/23556139/	not_stated	not_stated	not_stated	not_stated	other_described	other_described		no	yes	no	not_stated	not_stated	not_stated	not_stated
USA_023	Pollock BE, Macfie J, Elledge LC	2017	Evidence for phase-based psychotherapy as a treatment for dissociative identity disorder comorbid with major depressive disorder and alcohol dependence	Journal of Trauma & Dissociation	10.1080/15299732.2016.1241853	27689689	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1080/15299732.2016.1241853	partial	yes	host_to_alter_predominant	not_stated	trauma_processing	improved_functioning	10	no	yes	no	not_stated	no	no	no
USA_024	Urbina TM, May T, Hastings M	2017	Navigating Undiagnosed Dissociative Identity Disorder in the Inpatient Setting: A Case Report	Journal of the American Psychiatric Nurses Association	10.1177/1078390317705448	28460585	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1177/1078390317705448	not_stated	yes	not_stated	no	safety_or_stabilization	improved_functioning		no	yes	no	yes	not_stated	not_stated	not_stated
USA_025	ECT case report team (authors not fully identified)	2018	Multimodal Treatment With ECT for Identity Integration in a Patient with DID, Complex PTSD, and MDD	Frontiers in Psychiatry	10.3389/fpsyt.2018.00275		English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.3389/fpsyt.2018.00275	yes	yes	unclear	not_stated	integration_or_fusion	integration_or_partial_integration	10	no	yes	no	yes	not_stated	not_stated	not_stated
USA_026	Brogan K, Jarvi A, Klopf H, Turner T	2020	Healing of Dissociative Identity Disorder, Borderline Personality Traits, and Bipolar Disorder Through Lifestyle Interventions: A Case Report	Advances in Mind-Body Medicine		32931456	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://pubmed.ncbi.nlm.nih.gov/32931456/	not_stated	not_stated	not_stated	not_stated	other_described	improved_functioning	9	no	yes	yes	not_stated	not_stated	not_stated	not_stated
USA_035	Mun, M., Gautam, M., Maan, R., & Krayem, B.	2020	An Increased Presence of Male Personalities in Dissociative Identity Disorder after Initiating Testosterone Therapy	Case Reports in Psychiatry	10.1155/2020/8839984	33083080	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://pmc.ncbi.nlm.nih.gov/articles/PMC7556102/	not_stated	yes	not_stated	not_stated	other_described	other_described		no	yes	no	not_stated	yes	not_stated	not_stated
USA_027	Kirschen GW, Shorey ME, Han J, Leppla I, Masear CG, Robinson J	2023	Dissociative identity precipitated by emergence from general anesthesia: A case report and analytical framework	Psychiatry Research Case Reports	10.1016/j.psycr.2023.100152	37614702	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.1016/j.psycr.2023.100152	not_stated	yes	not_stated	not_stated	safety_or_stabilization	other_described		no	yes	no	not_stated	not_stated	no	not_stated
USA_028	Bistas K, Grewal R	2024	Unraveling the Layers: Dissociative Identity Disorder as a Response to Trauma	Cureus	10.7759/cureus.60676	38899275	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://doi.org/10.7759/cureus.60676	not_stated	yes	unclear	not_stated	safety_or_stabilization	improved_functioning		yes	no	no	not_stated	not_stated	not_stated	not_stated
USA_036	Nandipati, N., & Reddy, P.B.	2025	Gender Dysphoria & Dissociative Identity Disorder in Autism Spectrum Disorder	Psychopharmacology Bulletin	10.64719/pb.4544	40677566	English	English-language sources	USA	Case report	case_report	Single Case	1	1	external_link_available	External record link available	https://pubmed.ncbi.nlm.nih.gov/40677566/	not_stated	yes	not_stated	not_stated	safety_or_stabilization	improved_functioning		no	no	no	yes	yes	not_stated	not_stated
